;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201
11;0.18353;0.33696;0.31841;0.28594;0.44001;0.24557;0.58129;0.23505;0.14995;0.30303;0.30738;0.4691;0.19203;0.1748;0.4225;0.13792;0.33591;0.54635;-0.02315;0.38983;0.28362;0.32314;0.26473;0.09643;-0.18539;0.07794;0.01001;-0.61278;-1.23148;-1.30406;-1.12334;0.0604;-0.23113;-0.1509;-0.69555;-0.04184;0.16247;-1.10874;2.03048;-0.1492;-0.68817;1.67775;-0.0328;0.42751;0.40868;0.45955;0.86575;0.42553;0.3;0.6391;0.17339;0.42079;0.88803;0.24786;0.70755;0.19403;0.61961;0.39916;0.5838;0.14256;0.81346;0.7181;0.40511;0.57662;0.27027;0.42381;0.46036;0.26781;0.3248;0.04565;0.13391;0.20972;-0.47752;-0.5242;-0.72557;-0.54676;-0.37132;-0.53192;-0.70626;-0.45172;-0.44541;-0.45318;-0.40654;-0.45347;0.05311;-0.66664;-0.71274;-0.15655;-1.0487;-0.10207;-0.57299;-0.14175;-0.79248;-0.52405;-0.84857;0.12761;-0.83728;-0.66218;-0.0678;-0.43007;-0.13333;-0.47543;-0.32534;-0.44084;-0.7618;-0.52877;-0.58457;-0.32906;-0.58322;-0.25333;-0.48649;-0.98202;-0.33428;0.0164;-1.369;-1.16298;-0.10575;-0.45438;-0.7579;-0.46618;-0.47678;-0.28791;-0.43467;-0.57827;-0.26951;-0.59451;-0.428;-0.50262;-0.20736;0.30087;0.1587;0.60431;0.00551;0.19839;0.2742;0.57198;0.38024;0.53439;0.36892;0.30508;0.12904;0.55564;0.03594;-0.19735;0.04905;0.1299;0.17682;0.09272;-0.13221;0.00547;-0.20621;-0.42309;0.21998;-0.17369;-0.46789;0.38104;-0.03744;-0.40466;0.6553;-0.69193;0.37451;-0.23664;-0.30817;0.04076;-0.02582;0.00484;-0.49061;-0.26896;-0.61911;-0.25001;-0.47037;-0.47108;-0.6233;0.04998;0.11149;0.27472;-0.0146;-0.1479;-0.2092;-0.11797;0.13396;0.12453;-0.25538;0.04166;-0.04045;0.02292;-0.76758;0.53831;0.19931;0.3386;-0.287;-0.05057;0.85954;0.23375;0.28916;0.302;-0.50388;0.05691;-0.52182;-0.48918;0
12;1.82189;1.31022;1.27323;0.45202;0.54076;0.86104;-0.03077;0.10272;0.30404;-0.09182;-0.49357;-0.0068;-0.2432;0.11649;-0.08951;-0.26144;0.05527;-0.59645;-0.60564;-0.37513;-0.3375;-0.66305;-0.42852;-0.38221;-0.23772;-0.1632;-0.06134;0.09353;-0.07086;-0.10606;-0.07559;-0.32117;0.0311;-0.09534;0.06937;-0.02232;-0.27598;-0.13898;-0.21509;0.03517;-0.49231;-0.2272;-0.13954;-0.22787;-0.13058;-0.27145;-0.32897;-0.2493;-0.25028;0.00128;-0.02493;-0.023;-0.1091;0.30925;-0.10139;-0.18231;-0.12522;0.01521;-0.24128;0.03625;0.01455;0.23619;0.42247;0.85852;1.05268;0.66265;0.36269;0.30189;0.25348;0.19609;0.28287;0.16408;-0.38705;-0.14982;-0.13521;-0.15451;-0.40302;-0.2839;-0.27392;-0.41778;-0.46932;-0.16406;-0.20789;0.3411;0.39664;0.47319;0.45857;0.36263;0.64671;0.34465;0.69777;0.70565;0.47343;0.332;0.38227;0.10905;0.25749;0.28452;0.59092;-0.24155;-0.64306;-0.2543;-0.57116;0.00989;-0.55432;0.42025;-0.09599;0.34083;0.12854;-0.28925;-0.11058;0.49991;-0.31365;0.61597;0.03794;-0.00699;-0.0834;0.19215;0.20043;-0.59358;-0.13377;-0.25471;0.23302;-0.40795;-0.47554;1.138;1.03404;-0.44711;0.41447;-0.434;-0.56959;-0.06849;0.40258;0.50146;-0.22044;0.17501;-0.77956;0.32926;-0.07149;-0.90554;-0.44365;0.75455;0.04121;-0.48922;0.37097;-0.84116;-0.17459;-0.02463;-1.38923;0.00503;-0.63945;-0.02461;0.28628;0.34892;-0.57338;0.48923;-0.60136;-0.8956;0.29476;-0.89943;-0.59929;-0.53379;0.3241;-0.4458;0.57713;-0.30742;-0.61091;-0.66995;-1.6211;-1.20162;-1.79192;-0.44465;-1.36932;-1.5782;-1.55381;-2.18692;-3.13357;-0.42688;-1.80086;-2.87933;-2.2322;-3.30276;-3.49809;-3.78028;-3.67744;-3.46048;-3.96472;-2.95156;0.22298;-1.55038;-0.95423;-1.45569;-2.39584;-3.35647;-2.92089;-3.19189;-1.16882;-1.52433;-2.17322;-1.16763;1
13;0.02473;0.41542;0.283;0.15235;-0.15421;-0.15817;-0.60435;-1.03892;-0.43149;-1.53759;-1.66245;-2.35179;-2.57743;-2.47144;-1.33766;-0.89259;-0.92071;-0.90486;-1.53492;-0.23735;-0.769;-0.67708;-0.72205;-0.72048;-0.66027;-0.4818;-0.48666;-0.82445;-0.47688;-1.21499;-1.26641;-1.73017;-1.61858;-1.38685;-1.43224;-1.60154;-0.39293;-0.54189;-1.20655;-0.33501;-0.9927;-0.55662;-0.24411;0.33408;0.73398;-0.08473;-0.06819;0.12846;1.06695;0.4989;0.13989;0.04815;0.26735;0.47571;0.02636;0.16537;-0.05424;0.29293;0.56662;0.18184;0.02886;0.19384;0.04472;-0.17331;0.17966;-0.86125;-0.46282;-0.55604;-0.52013;-0.72603;-1.17105;-1.23112;-1.41918;-1.76779;-2.71228;-1.93657;-2.12895;-1.87052;-1.92643;-2.20096;-2.22854;-2.04619;-1.60992;-0.46212;-0.70232;-0.67161;-1.37044;-0.74786;-0.56304;-0.5562;-0.69455;-0.78737;-1.40431;0.06195;0.48221;0.08059;0.03239;-0.36381;0.13917;0.72009;-0.35576;-0.99029;-0.14435;-0.48701;-0.52389;-0.64858;-0.45826;-0.9507;-0.91458;-1.32538;-1.10437;-1.14032;-1.39293;-0.71063;-1.3162;-1.28563;-0.92246;-0.40664;-0.50172;-0.35874;-0.23642;-0.15567;-1.32078;-1.54056;-1.86304;-1.7406;-2.11276;-2.59074;-2.75944;-2.72814;-1.35816;-1.56977;-1.91848;-2.10585;-1.01816;0.40339;-0.53748;-0.73395;-0.23368;-0.091;-0.37279;0.52753;0.44924;1.48608;0.93827;1.59078;1.79355;1.89653;0.7307;0.45545;0.31323;0.28133;0.32231;0.44504;0.44323;0.45208;0.23094;0.61734;0.26956;0.544;0.81415;0.88683;0.9291;0.58714;0.87077;0.75864;0.28832;0.49091;0.31429;0.34378;0.22639;0.41182;0.28485;0.26294;0.40503;0.33797;0.95777;0.46669;0.03186;0.06735;-0.08378;0.22662;-0.40123;-0.18436;-0.94947;-0.10718;-0.51494;-0.20296;-0.4047;-0.38526;-0.21813;-0.29016;-0.59344;-0.49472;-0.74743;-0.41277;-0.06102;-0.03295;0.20168;-0.17261;1
14;0.2236;-0.39056;0.08515;0.02056;0.32487;0.02377;-0.5257;1.18295;0.22134;-0.22467;0.98461;1.42368;2.87252;-0.27769;0.53379;0.89502;0.17419;0.76479;0.62137;0.12992;0.74777;0.80471;-0.17448;0.68813;0.55102;0.60567;0.39173;0.0057;0.07316;0.12248;0.33922;-0.07264;0.25142;-0.0844;0.5142;-0.09548;0.44329;-0.34869;-0.24909;0.94873;0.69863;-0.08248;0.202;-1.3369;-0.37879;0.41282;-0.86749;-0.93537;-1.07535;-2.2477;-2.14987;-2.28361;-2.5017;-1.34192;-1.20947;-0.93379;-0.90381;-1.61069;-1.15731;-1.63168;-1.45006;-1.34639;-1.90104;-1.82721;-0.37762;-1.56734;-1.9578;-0.34181;-0.91329;-0.08363;-0.60167;-0.3478;-0.59941;-0.41047;-0.2848;-0.91801;-0.45219;-0.37372;-0.51645;-0.49524;-0.62157;-0.61064;-0.64626;-0.54946;-0.45806;-0.7181;-0.93217;0.02101;-0.29837;-0.8539;0.14307;-0.31962;0.23871;0.57253;0.44427;0.09234;0.40563;0.14706;0.26466;0.3796;-0.6466;-0.34968;-0.11247;0.32954;-0.73765;0.55701;0.27231;0.22112;0.17378;0.6902;0.51743;0.69752;0.47334;-0.09088;0.50397;0.18001;-0.10218;0.08358;-0.35536;-0.64502;-0.28957;-0.07998;-0.10204;-0.6657;-0.70648;-0.84661;-0.33519;-0.54282;-0.68989;-0.74489;-0.73193;-0.1832;-0.08523;-0.47277;-0.48116;-0.07502;-0.12439;-0.15009;0.20596;0.08244;0.50574;0.04167;0.57328;0.50593;0.46276;-0.14915;0.19225;0.63198;-0.16225;0.11835;-0.19667;0.79808;-1.08678;-2.89344;0.49688;-0.69315;1.26743;-0.52341;-0.00532;-2.15858;-0.61321;-0.73522;0.17711;-0.3019;-0.02642;-0.21361;-0.15454;-0.25591;0.09592;0.74475;-0.21434;-0.29645;-0.36055;-0.44045;0.12474;0.16168;-0.70033;0.04325;-0.45971;-0.92841;-0.39058;-1.24566;-0.50277;-0.72775;-0.53899;-0.3454;-0.45195;-0.75839;-0.55874;-0.28395;-0.39123;-0.8079;-0.68251;-1.0943;-0.34424;-0.71433;-0.71531;-1.10571;-1.14817;-0.60605;1
15;1.75711;1.38079;0.91699;0.69382;0.59445;0.91598;0.29773;0.91912;0.22428;0.13454;0.80669;0.57351;1.32151;0.63482;0.99341;0.53812;0.78126;0.57115;0.18014;0.3343;0.24062;0.23134;0.11624;-0.4161;0.19768;0.35241;-0.0731;0.03599;-0.00176;0.03432;-0.2561;-0.28618;-0.0366;-1.05074;-0.05718;-0.5347;-0.81575;-0.14861;-0.87639;-0.10769;0.11779;-0.7724;-0.33974;-0.14528;-0.76033;-1.59102;-0.63186;-0.59769;-1.41238;-0.77011;-1.45582;-1.16332;-1.217;-0.79883;-1.62015;-0.22487;-1.67684;-1.33892;-1.16083;-0.6592;-0.62075;-0.40086;-0.40736;-0.47313;-1.12206;-1.06492;-1.16296;-0.66318;-1.1355;-0.54409;-1.66047;-1.51608;-1.10441;-0.86252;-2.03045;-0.61442;-0.89598;-0.77081;-1.12706;-0.60188;-1.00766;-0.8885;-0.83695;-1.29004;-0.70289;-1.35852;-0.88526;-0.12052;-0.56532;-0.45661;-0.25748;-0.36209;-0.3705;-1.02521;-0.49525;-0.55509;-0.85431;-1.26775;-1.42893;-1.3495;0.9168;1.10583;1.12521;1.02157;1.05573;0.88;0.95489;0.97609;0.63202;0.38936;0.69628;0.28724;0.41104;0.40361;0.59657;0.45083;0.60885;0.86734;0.7812;1.14375;0.99124;0.98309;0.75993;0.87231;0.59534;0.93327;0.7497;0.63102;0.94244;0.68709;1.05054;0.74927;1.0394;1.24142;1.08807;0.51881;0.71865;0.56682;0.49503;0.54076;0.77855;0.40458;0.63237;0.05163;-0.54691;0.42062;-0.14296;0.28034;0.23351;0.45769;0.53537;-0.06042;0.8121;0.12458;0.60066;0.67213;0.18453;0.28747;0.26865;-0.32237;0.21994;0.11547;-0.44532;-0.22464;-0.27779;0.00137;-0.18887;-0.36152;-0.16703;-0.33401;0.01896;-0.31583;-0.04398;-0.12617;-0.17916;-0.4585;-0.45487;-0.81946;-0.50266;-0.73689;-0.58111;-0.82959;-0.76103;-0.4844;-0.75636;-0.49154;-0.13446;-0.70708;-0.24309;-0.20311;-0.57771;-0.7393;-1.17037;-1.09974;-0.96075;-1.11633;-1.04908;-0.76403;-0.76031;-0.54182;1
16;0.56637;0.75485;0.73473;0.35518;0.70009;0.61936;0.63101;0.20548;0.22676;0.25901;-0.35723;0.1963;0.39134;0.74447;0.21789;0.15082;0.05684;0.4408;0.58524;0.67133;0.74324;0.51466;0.65133;0.97166;0.66998;0.61347;0.46181;0.62871;0.71655;0.641;0.49466;-0.02852;0.17881;-0.01889;-0.08932;-0.63752;-0.40953;-0.32207;-1.40959;-2.02234;-1.50779;-1.018;-1.07086;-0.81552;-0.69223;-1.05216;-0.70438;-0.61473;-0.80228;-0.71404;-0.32722;-0.40744;-0.71021;-0.41628;-0.6555;-0.41927;-0.76799;-0.47603;0.09375;0.54543;-0.51447;-0.15205;-0.45971;0.0885;0.15636;0.56142;-0.18011;0.56565;-0.01934;0.52206;0.62838;0.58677;0.9911;1.22336;-0.01602;0.51353;-0.09603;1.1166;0.15632;-0.01524;0.03411;0.74565;0.40958;0.29531;0.54611;-0.21652;0.3634;0.0709;0.23082;0.29835;0.10304;0.3806;-0.38509;-1.33855;0.03615;0.62375;0.46612;0.03488;-0.56843;-0.18196;-4.39888;-1.91847;-1.3432;-1.25368;-1.30636;-1.5736;-1.73273;-0.84032;-1.33597;-1.17045;-1.32961;-2.2615;-0.74683;-1.54407;-1.74361;-1.21435;-1.42193;-1.84521;-1.77774;-1.63646;-0.77606;-1.22014;-2.84377;-2.17643;-1.90234;-1.37262;-1.23696;-1.4006;-1.33513;-0.74076;-1.41085;-1.72525;-1.44628;-1.85545;-1.58242;-0.12744;-2.0207;-2.205;-2.52459;-0.31571;-0.85945;-1.59289;-2.52667;-0.66876;-1.27889;-1.40144;-1.20605;-2.33637;-1.31696;-2.28022;-0.92153;-1.54306;-1.81019;-1.93234;-1.82205;-1.5407;-1.38474;-1.79303;-1.24095;-1.21897;-1.3642;-1.401;-1.71596;-1.09197;-1.63941;-2.67781;-1.25738;-2.50339;-3.18186;-1.93466;-1.41398;-1.30757;-1.61344;-1.89443;-1.68375;-1.94079;-1.30326;-1.55882;-1.25013;-1.43484;-1.96915;-2.04733;-2.1163;-1.96151;0.61665;-5.63687;-0.47245;-2.2669;-1.00607;-2.34686;-1.15771;-0.84394;-1.82674;-1.12604;0.16221;-2.21223;-0.60992;-0.22034;-2.16361;-0.39585;1
17;-1.21371;-1.3378;-0.98655;-1.32441;-1.68529;-1.24179;-0.60072;-1.41523;-1.43985;-1.06546;-1.15281;-1.17761;-1.4543;-1.11936;-1.07711;-1.27999;-1.14939;-1.147;-0.27242;-1.40494;-1.04643;-1.2787;-0.5299;-1.35952;-1.49519;-1.44549;-0.72031;-1.05784;-1.25814;-0.96482;-1.10687;-1.15574;-0.90828;-0.8316;-0.83307;-0.44236;-0.16394;-0.11117;0.15439;0.512;-0.08644;-0.40393;-1.88986;-1.4294;-0.44548;-0.80579;-0.80147;-0.63615;-0.68335;-0.98291;-1.60584;-0.67902;-0.69951;-0.84439;-0.94568;-1.44688;-1.4474;-0.7304;-1.95179;-2.18407;-0.74094;-1.6167;-1.99729;-1.46554;-0.99547;-0.94746;-0.74189;-0.1188;-0.67038;-0.20964;-1.00711;-0.91052;-0.64377;-0.82291;-0.64409;-0.63011;-0.62466;-0.95927;-0.94166;-1.04773;-1.66457;-0.8428;-0.61832;-1.62751;-1.76341;-0.50328;-2.75376;-1.3301;-1.16046;-1.00365;-1.10738;-1.2669;0.13518;0.48885;0.58366;0.29512;0.23128;0.58203;0.4211;0.54946;-0.27078;-0.22902;-0.53007;-1.10941;-0.3826;-0.77142;-0.36642;0.33604;0.01418;-0.003;-0.01923;-0.20557;0.2739;-0.21495;0.04911;-0.51536;0.32377;-0.66663;0.6776;0.10601;0.41514;-0.00121;1.00688;1.37004;-0.61212;-0.60125;0.61622;0.76884;-0.16159;0.87239;-0.04625;0.32743;0.17329;-0.89479;0.39163;3.18277;0.96879;-0.22711;0.67802;1.01079;0.93388;-0.52222;-0.84516;-0.36363;-1.04589;-0.16471;-1.71865;-1.70857;-0.1517;0.56542;-1.52721;-2.31901;-1.75758;-1.72839;-1.1673;-1.59983;-0.68158;-0.63779;-1.53058;-1.63993;-0.10104;-0.17372;-1.18136;0.11133;-1.14022;0.05959;-0.39753;-0.42246;0.15748;-0.03521;-0.04252;-0.10337;0.09059;-0.22977;0.1225;0.39098;-0.05482;-0.69936;0.18565;-0.22682;-0.75256;-0.07027;-0.42664;-1.28628;0.09841;0.30677;0.20405;-1.37086;-0.72454;-0.52717;-0.61052;-0.76049;-0.60039;-0.83589;-1.20783;-0.64545;-1.80296;-0.23499;-0.49895;-0.42582;1
18;-0.34034;-2.22039;-1.90038;0.26247;0.77959;3.24447;-0.92712;-0.24466;-0.43874;-0.4087;-0.68191;-0.48821;-0.51541;-0.40559;-0.55303;0.12422;0.12158;-0.5701;-0.0267;0.37058;-0.64696;0.35829;-0.92949;-0.33612;0.40631;-0.34307;-0.15308;-0.72063;-0.40521;-0.15873;0.09398;-1.17742;-0.26037;-0.46783;0.32093;0.04874;0.49327;-1.92188;2.16085;0.13926;0.68006;-0.20519;-0.24391;0.25468;0.11275;0.07519;-0.30155;-0.39474;0.17639;-0.03803;0.132;-0.06031;-0.01212;-0.54581;0.22007;0.26397;0.37554;-0.14246;0.55793;-0.26452;-0.51782;-0.57059;-0.93714;-1.03061;-0.88993;-0.60111;-1.09965;-0.62567;-1.04914;-0.12411;-0.42251;-0.513;1.46421;-0.39434;0.04188;0.08083;0.34536;0.30725;-1.3202;-1.30947;-1.22383;-2.08069;-2.11372;-2.10471;-2.54852;-2.13257;-2.26889;-2.48565;-2.29128;-2.42818;-1.7626;-2.26617;-0.95919;-0.87477;-0.61519;-1.02149;-1.02227;-0.501;-0.06068;-0.43138;0.0722;-0.98637;-0.40526;-0.48825;-1.54866;-0.50828;-0.31166;-0.86159;-0.66387;-1.63328;-1.64173;-1.71517;-1.73559;-1.20249;-0.26142;-1.13726;-0.41469;-0.92215;-0.78542;-0.826;-1.53332;-1.28861;-1.76171;-1.98536;-1.6419;-1.7097;-0.87271;-0.74445;-1.03623;-0.6312;-0.50843;-0.91365;-0.5483;-0.75453;-1.1598;-0.44433;-0.82325;-0.65665;-1.11675;-1.2095;-0.29251;-0.52922;-1.01034;-0.56902;-0.3949;-0.62651;-0.77549;-1.00873;-1.0489;-0.72053;-1.07953;-0.65937;-1.11199;-0.47379;-0.66492;-0.7323;-0.47422;-0.5575;-0.50021;-0.1623;-0.64199;-0.41993;-0.53816;-0.02864;-0.38536;0.02455;0.08699;0.29758;-0.13231;-0.21415;0.05488;-0.36227;-0.08013;-0.61779;-0.89808;-1.2161;-0.85068;-0.97831;-0.84271;-0.58476;-0.78654;-0.5961;-0.58031;-0.61458;-0.99638;-1.27063;-1.06702;-1.17296;-1.03455;-0.86568;-0.90181;-0.38548;-0.37053;-0.22835;-0.36063;-0.28063;-0.32324;-0.02127;-0.02426;-0.04679;1
19;-1.58096;-1.8829;-1.78914;-1.08104;-0.98434;-1.51916;-0.83463;-1.62821;-1.23829;-1.35565;-1.46816;-0.45994;-1.08655;-1.25143;-1.4972;-0.70308;-0.71054;-1.44685;-0.73327;-1.46518;-0.99315;-0.89737;-1.06403;-1.47988;-0.51702;-0.65962;-0.92861;-0.43729;-0.39864;1.65595;-0.60373;-0.22141;-0.24032;0.31767;-0.48989;0.59194;-0.91867;1.38724;-2.13662;-1.38365;1.8038;2.66701;0.98713;0.65351;-4.10893;-0.4928;0.14429;-0.03209;-0.57322;-0.63423;-1.06276;-0.33262;-0.59622;0.05416;-0.39658;-0.24681;-0.57462;-0.16538;-0.49981;-0.43449;-0.49551;-0.52305;-0.08579;-0.4174;-0.94546;0.08428;-0.08006;0.00701;-0.51835;-0.11441;-0.6423;-0.92014;-0.26561;-0.30366;-0.38757;0.16814;0.14869;-0.15195;-0.25767;-0.68507;0.02782;-0.17366;-0.18428;0.15882;-0.03797;0.21796;0.33724;0.16327;0.4549;0.3821;0.35697;0.41259;0.28202;0.00903;0.31844;-0.04037;-0.10863;-0.62648;-0.06474;0.13406;0.12229;0.02383;0.34129;0.19295;-0.19199;-0.37996;0.06895;-0.18455;-0.53378;-1.23051;-0.51665;-1.70129;-1.341;-1.20556;-1.83076;-1.64581;-2.36775;-2.98715;-2.50711;-2.49233;-2.30469;-0.58743;-0.96086;-0.85609;-1.01008;-2.31873;-1.96923;-1.95685;-1.89197;-1.90486;-1.26706;-0.74293;-0.05;-1.83693;-2.21957;-2.33444;-2.05748;-2.22381;-1.734;-1.19024;-0.69853;-1.40365;-1.05893;-0.9559;-0.91175;-0.67728;-1.16032;-0.44198;0.86429;-0.15943;0.47142;-0.2991;-0.3241;-0.8176;-1.08549;-0.26899;-0.40393;-0.49661;-0.72637;-0.52469;-0.77205;-0.27947;-0.49614;-0.33023;-1.76431;-0.78649;-0.62201;-1.01287;-0.70001;-0.34917;-0.31898;-0.50298;-0.7409;0.31478;-0.866;-0.38337;-0.55557;-0.99544;-0.07815;-0.39453;-0.39156;-0.20247;-0.64137;0.03784;0.02395;-0.76765;0.21511;-0.62762;-0.36263;-0.10636;-0.25699;-0.50876;0.14959;-0.26688;-0.16385;-0.20535;0.00433;-1.10128;-1.03431;-1.63194;1
20;-1.67173;-2.13981;-2.28404;-1.4571;-1.91309;-1.53027;-2.02578;-1.71972;-1.703;-1.43499;-2.72089;-1.17926;-2.5358;-1.83497;-2.64492;-2.05509;-2.47541;-2.09695;-2.00764;-2.2028;-1.66839;-2.1184;-1.58606;-1.92804;-1.86679;-2.07147;-2.29617;-1.71446;-1.87926;-2.10268;-1.90437;-1.84966;-1.60984;-1.77705;-1.77271;-1.1797;-1.57115;-1.48287;-1.77121;-1.93697;-1.69514;-1.18102;-1.76211;-1.73536;-1.35212;-1.31618;-1.68213;-1.49898;-1.62267;-1.4341;-1.02109;-1.1485;-1.25379;-1.29435;-0.97386;-1.09774;-1.1383;-0.98454;-0.99157;-0.96775;-0.98203;-1.1165;-1.18342;-1.52293;-1.27626;-1.20904;-1.58497;-1.16199;-1.30141;-1.32494;-1.04128;-0.45573;-0.76355;-0.69099;-0.69535;-0.77921;-0.48351;-0.64805;-1.10822;-1.02698;-0.63747;-0.7689;-0.41044;-0.899;-0.85492;-0.60041;-1.01299;-0.70227;-0.45463;-0.65957;-1.21704;-0.56251;-0.91145;-1.96036;-2.87411;-2.49317;-1.68462;-1.12323;-1.68708;-2.79773;-0.52503;-1.32166;-1.69352;-1.29666;-1.15864;-1.30517;-1.37134;-1.30125;-1.16265;-1.05848;-1.11364;-1.10457;-0.93127;-1.14813;-1.53139;-1.42495;-1.44072;-1.44314;-1.76956;-1.39704;-1.83545;-1.42172;-1.69726;2.16379;-1.53723;-1.38431;-1.44251;-1.24713;-0.97328;-1.17295;-0.86335;-0.98816;-1.02203;-0.97903;-1.04374;-0.56384;-0.98824;-1.29532;-0.52903;-0.94416;-0.21468;-0.42304;-0.46961;-0.44573;-0.36242;-0.40952;-0.52309;-1.10938;-2.14878;-1.36865;-1.93545;-1.58043;-1.34035;-1.63246;-2.4811;-1.35211;-1.23418;-1.73837;-1.4234;-1.77278;-1.32549;-2.02786;-0.94185;-1.60676;-1.24323;-1.86724;-1.18096;-2.31965;-0.73328;-1.0925;-0.74316;-1.22879;-1.55001;-1.4102;-1.15451;-1.69717;-0.74724;-1.27935;-1.30318;-1.44378;-1.09588;-1.00755;-0.4801;-1.06562;-0.62442;-1.42651;-1.20403;-1.227;-1.51278;-1.54649;-1.42888;-1.00183;-1.71724;-1.82346;-1.17675;-2.05998;-1.27629;-1.21949;-1.621;-1.3273;1
21;-1.10358;-1.20576;-1.78986;-1.2748;-0.75226;-0.98646;-0.86027;-0.5959;-1.09641;-0.17654;-0.37262;0.21772;-1.00775;-0.00321;-0.66345;-0.86169;-0.91173;0.03668;-0.23644;-1.21711;-0.36044;-1.06651;-0.17707;-0.03143;-1.03855;-1.31983;-0.69361;0.10227;-0.96485;-0.60391;-2.34079;-2.25947;-0.08892;-5.89296;7.97393;-9.33837;4.71553;-7.28595;-2.46379;5.99794;-5.70366;5.01646;-5.73732;3.54374;-1.64307;2.9177;-5.7464;2.30074;-0.48385;-0.14733;-0.86222;-0.70994;-0.93523;-1.10627;-0.12137;-0.69444;-0.87693;-0.1332;-0.02063;-0.50796;-0.30333;-0.96588;0.38781;-0.18473;-0.38746;-0.03983;0.84518;-1.09276;-0.16557;-0.89147;-0.56212;-1.17192;-1.34828;-0.84246;-1.91311;-0.82414;-0.60221;-0.45736;-1.83117;-0.5667;-1.90755;-0.84156;-1.42914;-1.66265;-0.90453;-1.75912;-1.05052;-2.37566;-1.63006;-2.30378;-1.01245;-1.30175;-1.74616;-1.53797;-1.87734;-1.90248;-1.35335;-1.05268;-1.26564;-1.35559;-1.63598;-1.12554;-1.21981;-1.97462;-1.8081;-1.42293;-1.49766;-1.38539;-1.57962;-0.85325;-1.44591;-0.96746;-0.40669;-1.08;-0.37893;-0.49379;-0.35548;-0.49153;-1.23848;-1.11291;-0.53825;-0.63198;-1.03822;-0.69971;-0.69779;-0.96067;-1.24769;-0.84764;0.05115;-1.40318;-0.36658;-0.90088;-0.59408;-0.87664;-0.86986;-1.03739;-0.43422;-0.74174;-0.04979;-0.17663;-0.61932;-0.1238;0.01834;0.01475;0.28135;-0.48299;0.09603;-0.76188;-1.42783;-1.32268;-1.60295;-1.21193;-1.4793;-1.391;-0.93926;-1.21361;-0.66805;-0.81411;-0.57265;-1.12159;-0.49804;-0.52523;-0.23565;-0.4396;0.43846;-0.25777;0.11954;-0.32631;0.5658;0.6492;0.44221;0.5003;0.70811;1.16543;0.32768;0.81377;0.53988;0.80498;0.77024;0.83942;0.40949;0.52481;0.55217;0.65026;0.83404;-0.40861;-0.36071;1.49653;1.51867;-2.72669;1.0078;0.38287;0.25831;-0.14247;0.92567;2.50729;1.78152;0.86104;1.57;0.90072;1
22;-0.26525;-0.35894;-0.47294;-1.75634;0.38732;-1.36297;0.06174;-0.22879;-0.23501;-0.12016;-0.52766;-0.35885;-0.39882;-1.23104;-0.20989;-1.1639;-0.19792;-1.41854;-0.64769;-1.35903;-1.08352;-0.86297;-0.2985;-0.61249;-0.64558;-0.50219;-0.37789;-0.44443;-0.4699;-0.56039;-0.97178;-1.13986;-1.04743;-0.78692;-0.78786;-0.91738;-0.59748;-0.73685;1.4758;0.76991;1.01912;0.8431;0.33733;0.98691;1.05247;0.94532;0.43672;-0.21048;-0.12738;-0.25495;0.23641;-0.39896;0.05319;-0.11575;-0.01041;-0.1089;-0.29893;-0.14984;0.40122;0.32492;-0.08925;-0.64461;-0.01934;1.21439;1.05486;0.21798;0.03006;0.12578;0.05428;0.51211;0.76422;-0.10005;0.2383;0.27043;1.3289;1.30286;0.58919;1.08035;0.63687;0.42926;0.73957;1.08554;0.61748;-0.00556;0.37363;-0.03968;-0.35272;0.63413;0.67069;2.90694;0.04373;-0.07989;0.24383;0.83876;-0.58429;-0.43255;0.34201;-0.0514;-0.30819;-0.94244;-0.45423;-3.08864;-2.9867;0.43712;-2.54441;0.46843;-0.83689;-0.52649;0.92266;-0.09856;0.48174;-0.26187;0.80948;-0.47748;0.62116;0.36097;-1.06656;0.4371;-0.19541;0.09387;-0.51122;-0.41767;-0.05911;-0.124;0.1748;0.21405;0.33335;-0.6273;-1.18549;0.43693;0.02393;-0.58876;-1.13284;-2.60347;-0.81433;-1.61493;-0.67783;-1.97357;-1.09046;-0.68791;-2.66547;-2.79374;-3.35826;-3.06693;-1.73697;-1.52516;-1.03653;0.26613;-0.13845;-0.61997;-0.81003;-0.50734;-0.65459;-0.75265;-0.68327;-0.90262;0.07118;-3.23285;0.99925;0.51403;-0.80919;-0.40618;-0.80901;-0.51731;-0.28682;-0.81681;-0.62182;-0.26984;-0.02343;-0.63114;0.26135;-0.69448;-0.23103;-0.44363;-0.28459;-0.42468;0.0046;-0.63428;-0.83365;-0.8983;-0.89924;-0.57285;-0.2727;-0.53814;-1.08904;-1.12909;-0.31524;-0.36874;-0.93551;1.59059;-3.67699;-0.49057;-2.931;8.89156;-14.3034;7.74645;-5.43938;1.81038;-3.74448;3.83638;1
